,tokenisasi,Label
736,rusak segaja hilang rencana lihat video tiktok,0
737,ariamanik jokowi eee,0
738,jokowi musim tanam nanam musim panen importuraaaa,2
739,jokowi opo maselihat tani sawit mase nelongso uripepupuk mahal sawit hancur harga merga pungut export,0
740,erickthohir jokowi ngelawak aja lo bisa,0
741,jokowi mundur,0
742,rt yusronyus proses musrenbang rkpdes th desa boro kec kedungwaru kab tulungagung tppitulungagung tppjawatimur jokowi ha,2
743,rt kangjaffr nilai lapang lomba bumdes tingkat propinsi jawa timur wisata mbalong kawuk kec ngunut kab tulungagung tppitulungagu,2
744,rt pujanggasangpu presideb jokowi emang lobby tingkat,0
745,odhe jokowi kspgoid kasih jabat langsung amanah aji mumpung laksana ,0
746,umaralchelsea dah rusak program nya ingat presiden jokowi,0
747,erickthohir jokowi kasih kerja,2
748,erickthohir jokowi picik skl pikir bpk pacu tumbuh ekonomi turun hrg bbm pangkas gaji pej,0
749,rt tan rt jokowi situasi dunia disrupsi bidang pangan energi neka,2
750,erickthohir jokowi klo cm dg kunjung amp bantu satu pasar bs tingkat tumbuh ekonomi sp,2
751,jokowi piye pakengomong pangan harga sawit hancursubsidi pupuk tani sawit henti opo artine mase,0
752,rt jokesbats franspriyo maya listyosigitp divhumaspolri jokowi polhukamri hukum milih aja suka polisih muleska,0
753,rt sebastianreno revoriezza jokowi,1
754,erickthohir jokowi rick you ceo korporasi seblm masuk politik you tau persis tumbuh ekonom,0
755,yaniarsim jokowi dasar binatang lo,0
756,jokowi,1
757,mpokhanum piyopikavet jokowi yg jual anak jokowi ,0
758,presiden jokowi serah bansos pacu tumbuh ekonomi jaga daya beli masyarakat,2
759,erickthohir jokowi mohon ijin bantu usaha disni pinjol,2
760,rt ngopduls respek layak eks presiden inter mil erick thohir sosok menteri bumn ri and,2
761,jokowi tani pa jokowi harga pupuk non subsidi mahal pupuk subsidi susah salah tani,0
762,rt yaniarsim love jokowi,2
763,cnnindonesia lahhhh jokowi nik les nopo mboten misale ngapusi hoax proses hukum kala,0
764,era pimpin divhumaspolri ccicpolri parah kerja cc jokowi mohmahfudmd kompolnasri,0
765,jokowi baik baterai lithium nmc lithium lfp iron phosphat murah tidak,2
767,konsolidasi data sdgs th admin enumerator kec juwana kab pati jokowi halimiskandarnu,2
768,erickthohir jokowi twktwktwk ,0
769,vral dululu ya oenegakan hukum tega hukum yg janji perintah era kabinet kerjalihat vi,0
770,menteri syahrulyl terimakasih arah dukung presiden jokowi maju benih padi,2
771,jokowi krn fital pokok,2
772,erickthohir jokowi suka ngelawak nih bang et cocok ganti pandji yg sdh kurang lucu,0
773,rt indonesiaperka yth presiden jokowi tolong pecat menteri culas si zulhas  manfaat jabat melangg,0
774,jokowi gak perubahanjangan pakai,0
775,gusarifin jokowi eks menteri sby yg pakai jokowi ga yg beres,0
776,rt ibnuathopdp tppi tulungagung selamat raya idhul adha kemendespdtt sdgsdesa desabisa mulaidaridesa tpp,2
777,cnnindonesia klo ga ijin muat gaduh mengatasnamakan agama sih beku ahmadiyah di,0
778,rt imammus tppitulungagung jokowi halimiskandarnu ekoherunat ariasharie fadiqwae rofiqjazuli gumintost aminudinfahrud,2
779,erickthohir jokowi amat cerdas perintah pacu ekonomi,2
780,dhyansabilla dhetamelinda virachma listyosigitp jokowi mohmahfudmd divhumaspolri harytanoe,2
781,tempuh terbang menit presiden jokowi helipad lapang perum sang hyang seri kab,2
782,rt jokowi allow me to extend our deepest condolences on the tragic demise of former pm abe shinzo of japan we will always remember his,2
783,jokowi indonesia kaya bantu uud presiden jujur cerdas aman,2
784,rt budikrisdian kick off gera nasional bangga buat indonesia malu utara tppitulungagung tppjawatimur jokowi halimiskandarnu,2
785,jokowi assalamualaikum ahmad alim tuban,1
786,erickthohir jokowi inget,1
787,kasus janggal jokowi sdh perintah kapolri listyosigitp tuk mmbuka terang krn,0
788,simbokesarah jokowi adike yo kriminal pageblug keluarga bek,0
789,dana desa tahan pangan capai triliun jokowi gas pol maju desa,2
790,simbokesarah jokowi ngapunten profsoale tipikal masyarakat sak nik nek mboten mersani bukti susah percoyo,0
791,mahasiswigenz jokowi orang ga kerja jadi menteri mbelgedes benz,0
792,ferdinandhutah uu ciptaker gugat mk kabul jd jokowi cuman citra,0
793,pakguruhonorer jokowi cangkul aja impor,0
794,presiden jokowi respons awak media kait ganti wakil ketua komisi berantas korupsi kpk ,2
795,eddikusmana jokowi ibukota pindah krn beban pulau jawa overload program kb perlu,2
796,rt mpokhanum piyopikavet dok kerja menang anak jokowi gimana sih mana coba letak salah,0
797,akartiasa ekojhones jokowi perekonomianri kemenkeuri kemenbumn pertamina erickthohir basukibtp,1
798,erickthohir jokowi lg ujicoba kartu ya moga cepat bagi rakyat,2
799,semutkecil kemenkesri jokowi mohmahfudmd kemenkeu fpksdprri fraksipkb fraksigerindra fpddpr,1
800,erickthohir jokowi gin simpul,1
801,simbokesarah jokowi partaipan malu,0
802,rt dhetamelinda kapolri listyosigitp yg kagumisaking kagum bsk kalo sya anak nama sigit tangkap ,0
803,harga cabai bawang pantau jokowi gas pol tahan pangan,2
804,olshop genbewise erickthohir jokowi udahtinggal ambil sepeda nya,1
805,gusarifin somacemeng jokowi masuk angin,0
806,rt moeldokonews warga masyarakat pw gmnu dki doa moeldoko maju capres drmoeldoko jokowi kspgoid setkabgoid radarbanjarm,2
807,rt moeldokonews moeldoko center serah bantu sapi kurban santun anak yatim kspgoid drmoeldoko sindonews jokowi nasdem ba,2
808,rt moeldokonews kurban tum moeldoko center pw gmnu dki adakan kurban serta santun yatim piatu moeldoko moeldokocenter drmoe,2
809,rt dennisauya presiden jokowi menteri bumn erickthohir ikut shalat idul adha hijriah masjid istiqlal jakarta maka,2
810,erickthohir jokowi bantu pasarini perintah pacu tumbuh ekonomiyaelah maksa banget,2
811,yth presiden jokowi tolong pecat menteri culas si zulhas  manfaat jabat mela,0
812,anggaodel jokowi hm emang guna,0
813,rt regdenef tolak gugat lawan politik jokowi pt spt yg prof yusrilihzamhd ramlirizal je,2
814,menkominfo platejohnny bangun infrastruktur digital rakyat it,2
815,simplemanthe ardytpm detalewar alisyarief jokowi aniesbaswedan lu aja geng lu kejang cepirit padah,0
816,cabut izin laboratorium lapor new all record jokowi lawan pandemi,2
817,erickthohir jokowi ekonomi warga rw dampak bantu warga pacu perek,0
818,erickthohir jokowi tuuu nama nyawerr,1
819,ifozndomboz jokowi wkwkwk,0
820,odhe jokowi kspgoid jewer aja pakde gak malu,0
821,piyopikavet dok kerja menang anak jokowi gimana sih mana coba letak salah,0
822,politikus busuk koruptor jokowi turun tengah jalan,0
823,jokowi batalin pakai hyundai utk serta gindonesia ganti pakai mobil santiyong,0
824,blookier jokowi pilih biar bayar,0
825,terimakasih jokowi,2
826,rt rfauzy bintang jokowi serta kroni nya proses pasca lengser surat tanah palsu nya rekam jejak bu,2
827,rt cakx presiden jokowi tekan jajar fokus jenis pangan beras presiden dor,2
828,rt cakx tinjau bbpadi presiden jokowi gudang plasma nutfah simpan koleksi ,2
829,erickthohir jokowi minim jabat kong mlarat dinegri yg pintar cerdas utk jeniuspejabat ,0
830,drsito jokowi,1
831,masuk sekolah swasta skrng bayar bantu dana utk siswa yg mampu,2
832,menkominfo platejohnny bangun infrastruktur digital rakyat it,2
833,manowaroffice jokowi tai,1
834,tpplamongan tppjawatimur semangat awal proses susun rkpdesa juli sd agustus,2
835,erickthohir jokowi bangke,0
836,rawa jokowi zulhastambeng,1
837,aryaasya ajahsanusi alisyarief jokowi aniesbaswedan emang nya kampanye jikiwi ahik gak politisisi agimi,0
838,onyikz fredmansel iqbaal detikcom jokowi jamin klo,2
839,rt theowl presiden serah bansos tinjau balai teliti tanam padi subang presiden jokowi tolak kab,2
840,yudiset jokowi kayake barang tsb harga,1
841,revoriezza jokowi,1
842,ntkeanekus rajajuliantoni jokowi jadi mah sdh,0
843,gusarifin jokowi tri dagang hrsnya emaklbh update hargalbh peka klo sembako kpkri,2
844,rt theowl terang foto tempuh terbang menit presiden jokowi helipad lapang perum sang hyang ,2
845,dana desa tangan pmk tppitulungagung jokowi halimiskandarnu ekoherunat ariasharie,2
846,jokowi bpk presiden yg trhormat tolong tani sawit yg lgi tepuruk dgn hrga yg sesusai,0
847,jokowi putin kirim salam pake rudal,0
848,rt abugibran selamat raya idul adha mohon maaf lahir batin jokowi prabowo aniesbaswedan sa,2
849,erickthohir jokowi wkwkek tugas presiden gw gak turun langsung bantu dek thohir itu,0
850,erickthohir jokowi maaf tumbuh ekonomi indonesia begini harga pangan,0
851,jayusman erickthohir jokowi gada yg percaya ya,0
852,veelaarhie listyosigitp jokowi mohmahfudmd divhumaspolri tidur,0
853,drpriono jokowi budigsadikin sales vaccin,0
854,kangdede jokowi divhumaspolri tolong badan polisi kondisi sehay taku,0
855,menteri pilih jokowi njijiki bgt klo nggak copot sih yg nggak nyopot yg,0
856,marquez jokowi ganti tri tani,0
857,heryidris divhumaspolri ccicpolri perintah evaluasi kerja aparat hukum diam me,2
858,rt parwatyrizky menteri bumn erickthohir presiden jokowi laksana shalat idul adha hijriah masjid istiqlal jakarta,2
859,jokowi ulur tangan biar anggap bantu,2
860,erickthohir jokowi pacu ekonomi rakyat,0
861,emtd yusufdumdum jokowi gak hebat klo hebat lengend bnget nyet liput special tahun ,0
862,yaniarsim jokowi un have us will get back little more research for you and the girls un info to sa,2
863,arisprayogo jokowi niku saget pecat nopo tuntut penyalahgunaan kekuwasaan ngoten nggih mas aris utawi ,0
864,jokowi percaya,1
865,rt theowl presiden jokowi serah bansos pacu tumbuh ekonomi jaga daya beli masyarakat presiden joko widodo awal,2
866,odhe jokowi kspgoid udah diblacklist tau kasih amanah kerja bener cari kuasa keluarga,0
867,klo rr pintar gw pke yg simpel ajaklo skrg jadi kek srilangka ya enggakrn tib hutang terusd,0
868,erickthohir jokowi bantu doi pulang diambilin wkwkwkkwkwkkk,0
869,genbewise erickthohir jokowi si erick dengar,1
870,erickthohir jokowi tipu bajing sial,0
871,rt gratisterbaik drpriono jokowi budigsadikin makan tuh booster ,0
872,erickthohir jokowi bilang aja citra kek ginirakyat receh itu gelintir uang rakyat,0
873,erickthohir jokowi mas klw mnurut bahasa sunda mah ngolo ,2
874,presiden jokowi tegur zulhas fokus kerjaklo ngeyel reshuffle aja,2
875,onyikz ipinzant fredmansel iqbaal detikcom jokowi emang indonesia nenek moyang loekok ngusir orang,0
876,dewiunik cakhariy jokowi zulhasan lunyu thok,1
877,rt theowl ganti wakil ketua kpk presiden proses presiden jokowi respons awak media kait pengg,2
878,kim jokowi yo ndak tau ,0
879,wib presiden jokowi iriana pasar petisah langsung sambut hangat para,2
880,metrotv jokowi gitu donk bosen kunjung tebar baliho caloncalon mantap jokowi,2
881,indram erickthohir jokowi ya bang,2
882,koharrasmadi jokowi goreng netijen mas kohar zh ora sadar kena jebak betmen jokowi tantang kuw,2
883,suasana pasar petisah pagi kamis juli ramai presiden joko widodo iriana,2
884,erickthohir jokowi yg reply nya bales erickthohir,1
885,jokowi beras khusus orkaiya,1
886,unyilkucing fredmansel iqbaal detikcom jokowi nyawa bungulknpa harga bbm banding ameri,0
887,beri vaksinasi gratis karyawan pt pelni bentuk peduli dr perintah presiden,2
888,jokowi bukti pimpin yg amanahbeliau langsung bibit tahan jaga,2
889,veelaarhie ccicpolri bobbyandhika jokowi listyosigitp divhumaspolri gak harap kapolri pol,0
890,polisi tembak polisi tarik ikut tv wawancara irjen feedy sambo ist,2
891,rt obaykusut  rakyat indonesia cerdas isi kepala perintah kemenbumn jokowi dprri ditjenpk,0
892,donasi utk gugat proses vaksin yg perintah jokowi pdiperjuangan transfer via bank,0
893,ku ngetag ya akun tutup orangorang dalam kena karma gituh jokowi tolong,0
894,hyangwisnu kemkominfo platejohnny jokowi menteri anggar kurang kemkominfo denga,2
895,genbewise erickthohir jokowi yg citra tuju baik,0
896,goalid jokowi tolllong paaaak,2
897,pakguruhonorer jokowi lupa suruh baca,0
898,jumiantork aprilialin zulhasan jokowi orang yg gak amanah minggu probation mana sih langsung pecat,0
899,erickthohir jokowi tugas nya kelas presiden lingkung rt kah,0
900,fredmansel iqbaal detikcom jokowi kalo negara ya gpp suruh pindah,0
901,jokowi julbayur tri dagang iya,1
902,yudhilaksana erickthohir jokowi yg ga hbis pikir,0
903,penjagajokowi jokowi presiden indonesia prestasi aku dunia,2
904,jokowi catat demokrasi tv one dapat nyata pa ramli rizal alami,2
905,kangerryudha drsito jokowi piye komenin krn kapasitas jabat aneh lu,0
906,jokowi assalamualaikum presiden mbok sukan kerja orang proyek yg borong tenaga sudah,1
907,jumiantork dimaselagie zulhasan jokowi zulhasan gk becus ganti jokowi kerja koq promosi anak,0
908,dimaselagie maya jokowi kalok lihat rekam jejak lamazulkifli hasan emang jelek tpi be,2
909,erickthohir jokowi hadeuhhhhhilmu ekonominye cetek,1
910,ajudan leceh istri jenderal binatang peliharaanya ajudan harus,0
911,olshop erickthohir jokowi hahhaha iya bang,1
912,moga terang benderang publik masyarakat yg ter,2
913,erickthohir jokowi duhmosok ngene seh,0
914,iqbaal detikcom jokowi baca berita yg lengkap gak bego malaysia tahan harga bbm terseb,2
915,jokowi pro ekonomi rakyat gejolak global beriimplikasi sektor rumah jokowi,2
916,genbewise erickthohir jokowi owh bantu pacu tumbuh ekonomi kabar beliau ,1
917,panca klo smua orang jokowi belanja investasi indo bangkrut bayang,0
918,genbewise erickthohir jokowi salah pasar dgn roda putar uang nya triliun tanah abang aja kalah udah,0
919,oshiiiiiinnn erickthohir jokowi hhhahaa saumur gen kakara kamar milu nyoblos presiden ehh hasiln,0
920,pbpgriofficial ekaharijanto kemdikbudri darmaningtyas iwanpranoto jokowi mohon maaf bpkibuk tolong ada,1
921,china bangun dgn printing money dasar project jokowi bangun dasar utang dim,0
922,jokowi lanjutin impor cuk ,2
923,pointbroo jokowi malu in,0
924,bumiputrankri arunariftan allforo antaz cnnindonesia mahdlarmy jokowi dennysiregar sadark,0
925,ridlwandjogja kumpar luhutbinsarfans karniilyas kspgoid jokowi pakjk rosiannahi ridwankamil,1
926,jokowi gas pol perata bangun indonesia resmi provinsi jokowi,2
927,erickthohir jokowi rakyat daaah muak dgn yg sprti akan rakyat haaadeee,0
928,tan jokowi syahrulyl kemensetnegri kspgoid mana vub nya min,1
929,rt hyangwisnu dorong potensi pasar kominfoagi cetak kembang gim lokal kemkominfo ,2
930,hyangwisnu kemkominfo platejohnny jokowi main gim indonesia habis mayoritas main ponsel ,2
931,hyangwisnu kemkominfo platejohnny jokowi startup sesi coaching tambah temu rutin set,2
932,kangerryudha umyka drsito jokowi so iye luh anjing,0
933,rt ekaharijanto ppdb zonasi kemdikbudri pbpgriofficial darmaningtyas iwanpranoto cc jokowi,2
934,rt keisauus cair blt dana desa desa purwoasri wringinpitu tppjawatimur tppbanyuwangi jokowi halimiskandarnu kemendespdtt ,2
935,rt hendrahanifah democrazymedia partai yg beli ya coba tolong pa jokowi,1
936,sandperantau erickthohir jokowi golput jalan ninjaku ,1
937,hai bagi wisata aplikasi desa wisata nusantara jokowi halimiskandarnu taufikmadjid,2
938,rinichan jokowi jozzzzzzz,2
939,rt kitanks menteri fokus menteri dagang ya urus tugas kema,2
940,jokowi gas pol diplomasi internasional negara dimunta atas ketimoangan investasi hijau jokowi,2
941,polri ungkap benar jahat bohong tutup jahat benar li,2
942,jokowi tani sawit biar derita jatuh miskin tingkat ,0
943,yaniarsim jokowi yuuu ah priode,2
944,erickthohir jokowi bantu rakyat periode,0
945,erickthohir jokowi aqua,1
946,androidak rakyat indonesia penjara jokowi jokowi,0
947,gratisterbaik byblackangel jokowi up,1
948,jokowi president jokowi suka baca buku,2
949,antros elutong jokowi anggap rakyat mah cemen gak berani sana,0
950,antonnbnj benzohar mskaban jokowi mrk emg boneka nya bro,0
951,rt rismawidiono gubernur jawa ganjarpranowo suara perintah presiden jokowi kait guna masker ruan,2
952,kemkominfo bukti mampu bidang digital tutup judi online edar marak indonesia,2
953,rt sirajapadoha presiden jokowi air kunci tahan pangan mandiri pangan daulat pangan kita,2
954,ronaldlampard indonesia kereeen trims jokowi,2
955,ekaharijanto kemdikbudri darmaningtyas iwanpranoto jokowi catat adu kait pp,2
956,sirsazly amer jokowi dgn panggil rubah,2
957,sirulhaq jokowi air ngumpul irigasi yg blm,1
958,oshiiiiiinnn erickthohir jokowi njeplak erik model ky gin nyapres ambyarrr mak,0
959,rinjanijb mybagaspati jokowi ya kayak amat bola orang yg banyak omong gak kerja,0
960,jokowi faktor picu naik harga bbm indonesia,2
961,kicaupenajam jokowi nurunkan ga bray karna impor rusia subsidi sih,1
962,jokowi harga bbm non subsidi juli,2
963,uyaboira duh jokowi sampeyan udah ngga beban milih menteri model susah kah pa,0
964,jokowi gak min bilang gak citra harga butuh pokok listrik bbm murah jang,0
965,rajajuliantoni jokowi ss wa group pemberitahuan proses mohon bantu amp bimbing jik,1
966,rt raymondharve blunder lagiii lu jokowi,0
967,sandperantau erickthohir jokowi mknya kecuali juta jiwa bagi,0
968,democrazymedia jokowi srilangka adl warning kalo rakyat dah gerak habis kkn raja rela,0
969,jokowi kampung kurang pupuk,0
970,netral,1
971,jumiantork zulhasan jokowi tri utk resin nambah,0
972,netral,1
973,erickthohir jokowi lapang kerja banyak,2
974,jokowi manfaat waduk bukti ribu dpn kelak pemimpinmaka jgn pelit rancang,2
975,antonnbnj benzohar mskaban jokowi pura musuh dlm tpi sasar lanjut yg lbh,2
976,kusumajati getpamungkas fredmansel iqbaal detikcom jokowi kadrun otak nya dikit jarang mikir sukan,0
977,rt jokowiisdeath brutal brutal brutal bijak perintah tindas rakyat yg partai cilik podo,0
978,rt hakunamatata maladipa untung si zulhasan marah jokowi marah bintang film hollywood aja bi,0
979,negara alami sulit pangan energi ekonomi akibat pandemi perang ukraina syukur kendali situasi sulit,2
980,utk yg ikut kisruh pariwisata flores inti perintah presiden jokowi kuasa kpd usaha utk bisnis sarana jasa wisata dlm tn komodo tarif masuk naik jd jt kola pt flobamor,2
981,momen harga yg lupa kali sempat jumpa,2
982,subsidi bbm rp triliun negara kuat sangga subsidi alhamdulillah kuat tahan patut syukur bersamasama,2
983,tangkap bandar judi online jokowi divhumaspolri listyosigitp,2
984,pasang kenal hormat negara dunia pa jokowi iriana,2
985,indonesia bawah pimpin presiden jokowi emang keren jokowi,2
986,lagu indonesia raya nyanyi dlm bhs jepang indonesia heroik kunjung jokowi jepang opo sampeyan ora bangga luar,2
987,presiden jokowi iriana seoul,1
988,generasi kreatif indonesia lg semangat maju kancah internasional jegal menkominfo jokowi,2
989,presiden jokowi hadir acara zikir doa bangsa indonesia merdeka yg gelar halaman istana merdeka laksana acara tanda rangkai giat ingat hut ri jokowi,2
990,cemen ah jokowi,0
991,wogh sih kena jokowi panjang jabat periode turun adil,2
992,sekretariat presiden ajak lapis masyarakat ikut upacara ingat detikdetik proklamasi upacara turun bendera sang merah putih agustus jokowi,2
993,jokowi teguh diri apa resiko beliau hitung matang tangan jokowi citacita uud pasal wujud nyata sungguh jokowi anugerah bangsa indonesia,2
994,proyek perintah jokowi yg potensi proyek mega mangkrak yg jika bayar mahal rakyat kereta cepat jakarta bandung food estate ikn,2
995,presiden jokowi temu chairman hyundai motor group kabarkabinet,1
996,patuh bijak kominfo alibaba cloud daftar pse kami patuh ikut atur regulator lokal pse kominfo langsung bisnis alibaba leon chen kemkominfo platejohnny jokowi,2
997,presiden jokowi sambut artis kpop indonesia dita karang kunjung seoul korea selatan,2
998,dengar saran coba audit harga ekonomi bbm yg sodor pertamina perintah deh temu audit jokowi turun beban subsidi naik harga bbm,2
999,bandara udara budiarto politeknik terbang indonesia curug tangerang siap kembang giat logistik pelihara pesawatsehingga buka lapang kerja taruna ppi masyarakat jokowi gaspol infrastruktur,2
1000,acara zikir doa bangsa indonesia merdeka malam jokowi mari doa zikir mohon allah swt negara limpah pangan energi kurang,2
1001,hebat orang pilih jokowi lulus usu magister ilmu komunikasi tpi nyuruh usaha yg ga da hubung daftar pse tingkat maju teknologi bisnis indonesia yaelah ngapian mikirin bisnis indo,2
1002,kunjung hormat presiden jokowi iriana terima kaisar jepang naruhito permaisuri masako istana kaisar jepang,2
1003,upaya indonesia evakuasi aman wni wni sekap kamboja selamat jokowi gaspol diplomasi internasional,2
1004,tindak perintah presiden jokowi cegah ulang banjir bandang parigi moutong sulawesi menteri pupr tangan teknis hulu hilir sigapmembangunnegeri,2
1005,manfaat teknologi heran rrt antisipasi krisis pangan siap media tanam pilih bibit semai tanam awat lahan cegah hama panen manfaat teknologi jokowi budimandjatmiko kemenperinri,2
